inter_scale,predictability,agent_H_NH,eff_visibility,sociality,dinamicity,durativity,telicity,iterativity,transitivity,tool_mediated,faces,ToM,EBL,EIA,gesticolare,simbolic_gestures,people_present,action_present,context_0,context_1,context_2,main_effector_0,main_effector_1,main_effector_2,main_effector_3,main_effector_4,main_effector_5,main_effector_6,main_effector_7,main_effector_8,main_effector_9,main_effector_10,main_effector_11,main_effector_12,main_effector_13,touch_0,touch_1,touch_2,multi_ag_vs_jointact_0,multi_ag_vs_jointact_1,multi_ag_vs_jointact_2,target_0,target_1,target_2,target_3,target_4
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,0.04426784968642053,0.0,0.04426784968642053,0.04426784968642053,0.0,0.04426784968642053,0.04426784968642053,0.0,0.04426784968642053,0.0,0.0,0.04426784968642053,0.0,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.0,0.04426784968642053,0.0,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04426784968642053,0.0,0.0,0.04426784968642053,0.0,0.0,0.0,0.04426784968642053,0.0,0.0,
7,0.4879095679700409,0.0,0.4879095679700409,0.4879095679700409,0.0,0.4879095679700409,0.4879095679700409,0.0,0.4879095679700409,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.4879095679700409,0.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4879095679700409,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,
8,0.8624538712633025,0.04426784968642053,0.8624538712633025,0.8624538712633025,0.0,0.8624538712633025,0.8624538712633025,0.04426784968642053,0.8624538712633025,0.04426784968642053,0.0,0.8624538712633025,0.0,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,0.0,0.8624538712633025,0.0,0.0,0.0,0.044378970740515444,0.0,0.0,0.8624538712633025,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.8624538712633025,0.0,0.04426784968642053,0.8624538712633025,0.0,0.0,0.04426784968642053,0.8624538712633025,0.0,0.0,
9,0.9772857103157561,0.4879095679700409,0.9772857103157561,0.9772857103157561,0.0,0.9772857103157561,0.9330178606293357,0.4879095679700409,0.9330178606293357,0.4879095679700409,0.0,0.9330178606293357,0.0,0.0,0.0,0.0,0.0,0.0,0.9772857103157561,0.0,0.9772857103157561,0.0,0.0,0.0,0.48913431744126856,0.0,0.0,0.9330178606293357,0.0,0.0,0.0,0.0,0.04426784968642053,0.0,,0.0,0.9330178606293357,0.0,0.4879095679700409,0.9772857103157561,0.0,0.0,0.4879095679700409,0.9330178606293357,0.0,0.0,
