,act,context,onset,offset,inter_scale,target,predictability,agent_H_NH,main_effector,eff_visibility,act_label,obj_label,run,sociality,dinamicity,durativity,telicity,iterativity,transitivity,multi_ag_vs_jointact,tool_mediated,faces,ToM,touch,EBL,EIA,gesticolare,simbolic_gestures,people_present,rater
652,act_653,2,02:15.2,02:15.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
653,act_654,2,02:15.2,02:15.6,0,1,0,1,0,0,schioccare,dita,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,LT
654,act_655,2,02:15.8,02:16.1,0,0,1,1,0,1,afferrare ,sacco,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
655,act_656,2,02:18.3,02:20.1,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
656,act_657,2,02:21.6,02:25.1,0,3,1,1,0,0,afferrare ,cucciolo,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,LT
657,act_658,2,02:22.4,02:24.5,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
658,act_659,2,02:24.8,02:25.2,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
659,act_660,2,02:28.0,02:29.0,0,1,0,1,0,0,succhiarsi,mano,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
660,act_661,2,02:29.0,02:31.8,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
661,act_662,2,02:30.1,02:36.1,0,3,0,1,6,1,parlare,cucciolo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
662,act_663,2,02:30.6,02:33.8,0,3,1,1,0,0,afferrare ,cucciolo,4,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,LT
663,act_664,2,02:32.9,02:36.1,0,2,0,0,6,1,guaire,uomo,4,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
664,act_665,2,02:35.8,02:36.1,0,3,1,1,0,1,riempire,sacco,4,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,LT
665,act_666,2,02:38.0,02:39.6,0,0,1,1,2,0,aprire,porta,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
666,act_667,1,02:39.7,02:42.1,0,0,1,1,7,1,controllare,,4,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,LT
667,act_668,1,02:42.9,02:45.2,0,0,1,1,2,0,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
668,act_669,1,02:48.5,02:48.9,0,2,0,1,6,1,salutare,uomo,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
669,act_670,1,02:48.3,03:05.6,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
670,act_671,1,02:50.9,03:13.5,0,3,0,1,6,1,parlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
671,act_672,1,02:57.2,03:05.2,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
672,act_673,1,03:05.6,03:13.9,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
673,act_674,1,03:06.3,03:13.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,LT
674,act_675,1,02:53.5,02:56.6,1,0,1,1,2,0,caricare,sacco,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,LT
675,act_676,1,02:57.4,03:09.9,0,0,1,1,1,0,annodare,telo,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
676,act_677,1,03:19.7,03:20.3,0,0,1,1,0,0,accendere,furgone,4,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,LT
677,act_678,1,03:23.2,03:27.0,0,3,0,1,6,1,parlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
678,act_679,1,03:23.2,03:27.9,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
679,act_680,1,03:28.8,03:32.1,1,4,0,1,5,1,correre ,,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,LT
680,act_681,1,03:28.8,03:32.1,0,1,1,1,5,1,passeggiare ,parco,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,LT
681,act_682,1,03:31.6,03:36.4,1,4,0,1,5,1,pattinare ,,4,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,LT
682,act_683,1,03:41.1,03:42.9,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
683,act_684,1,03:43.1,03:45.4,1,4,1,1,5,1,correre ,,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
684,act_685,1,03:45.2,03:45.9,0,2,0,0,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
685,act_686,1,03:45.9,03:46.7,0,4,0,1,7,1,volgersi,,4,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,LT
686,act_687,1,03:46.8,03:47.3,0,1,1,1,5,1,alzarsi,,4,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,LT
687,act_688,1,03:46.5,03:47.3,0,3,0,1,6,1,urlare,cane,4,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,LT
688,act_689,1,03:47.3,03:49.6,1,4,1,1,5,1,correre ,,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,LT
689,act_690,2,03:49.7,03:50.9,1,0,1,1,2,0,sfondare,porta,4,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,LT
690,act_691,2,03:50.8,03:53.9,0,4,0,1,6,1,parlare,,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
691,act_692,2,03:53.9,03:57.9,1,3,0,1,5,1,cercare ,cuccioli ,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
692,act_693,2,03:58.3,03:59.5,0,2,0,1,6,1,esclamare ,,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
693,act_694,2,03:59.6,04:01.5,0,2,0,1,6,1,urlare,donna,4,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,LT
694,act_695,2,04:01.6,04:06.7,0,4,0,1,6,1,parlare,,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
695,act_696,2,04:01.6,04:06.4,1,3,1,1,5,1,dirigersi,porta,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
696,act_697,2,04:06.6,04:07.8,0,0,1,1,2,1,aprire,porta,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LT
697,act_698,2,04:07.8,04:11.4,1,3,0,0,5,1,cercare ,cuccioli ,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
698,act_699,2,04:16.2,04:17.9,0,2,0,1,6,0,parlare,coppia,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
699,act_700,2,04:17.9,04:18.8,0,2,0,1,6,1,domandare,donna,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,LT
700,act_701,2,04:17.9,04:28.5,0,2,0,1,6,1,rispondere,donna,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
701,act_702,2,04:21.2,04:28.5,1,3,0,1,5,1,cercare ,cuccioli ,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
702,act_703,2,04:29.0,04:34.0,1,3,0,0,5,1,avvicinarsi ,cesta,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
703,act_704,2,04:38.3,04:40.1,0,3,0,0,7,1,guardare,cane,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LT
704,act_705,2,04:47.5,04:50.9,0,2,0,1,3,1,abbracciarsi,coppia,4,1,1,1,0,0,0,2,0,1,0,1,0,0,1,0,0,LT
705,act_706,2,04:51.3,04:55.7,0,1,0,0,10,1,accovacciarsi,,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LT
706,act_707,2,04:58.7,05:00.3,0,1,0,0,10,1,accovacciarsi,,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LT
707,act_708,2,05:02.3,05:05.3,0,3,0,0,4,1,toccare ,muso,4,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,LT
708,act_709,0,05:17.1,05:23.4,0,4,0,0,6,0,guaire,,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,LT
709,act_710,0,05:18.3,05:20.5,0,1,0,0,5,1,rizzarsi,,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LT
710,act_711,0,05:23.6,05:24.5,0,0,1,1,7,1,sporgersi,furgone,4,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
711,act_712,0,05:24.8,05:26.0,0,4,0,0,6,1,abbaiare,cani,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
712,act_713,0,05:29.1,05:31.7,0,0,1,1,2,0,aprire,porta,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
713,act_714,0,05:28.9,05:32.4,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
714,act_715,0,05:32.3,05:33.7,0,0,1,1,2,0,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
715,act_716,0,05:34.1,05:36.0,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
716,act_717,0,05:37.4,05:39.6,0,3,0,1,6,1,urlare,cani,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
717,act_718,0,05:38.2,05:39.0,1,0,0,1,4,0,calciare,furgone,4,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,0,LT
718,act_719,0,05:40.8,05:42.1,0,0,1,1,2,1,aprire,portiera,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
719,act_720,0,05:42.3,05:43.1,1,0,1,1,5,0,sedersi,furgone,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
720,act_721,0,05:43.3,05:43.7,0,0,1,1,2,1,chiudere,portiera,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
721,act_722,0,05:43.2,05:44.3,0,0,1,1,0,0,accendere,furgone,4,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,LT
722,act_723,0,05:44.5,05:49.3,0,0,0,1,0,0,guidare,furgone,4,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,LT
723,act_724,0,05:49.1,06:18.1,0,0,0,0,5,1,seguire ,furgone,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
724,act_725,0,05:50.0,06:18.9,0,0,0,1,0,0,guidare,furgone,4,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,LT
725,act_726,0,06:18.3,06:19.5,0,3,0,0,6,1,abbaiare,cani,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
726,act_727,0,06:21.2,06:26.0,0,4,0,0,5,1,correre,,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
727,act_728,0,06:26.1,06:38.1,0,0,0,1,0,0,guidare ,furgone,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
728,act_729,0,06:38.3,06:40.1,0,0,0,1,0,0,frenare ,furgone,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
729,act_730,1,06:40.4,06:44.3,0,2,0,1,6,0,parlare,ricetrasmittente,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,LT
730,act_731,1,06:45.8,06:47.6,0,2,0,1,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
731,act_732,1,06:48.1,06:49.6,0,2,0,1,0,1,stringere ,mano,4,1,1,0,1,0,0,2,0,1,0,1,0,0,1,0,1,LT
732,act_733,1,06:48.0,06:48.9,0,2,0,1,6,1,ringraziare ,poliziotto,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,LT
733,act_734,1,06:49.1,06:50.0,0,2,0,1,6,1,salutare,donna,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
734,act_735,1,06:50.0,06:50.3,0,2,0,1,6,1,salutare,poliziotto,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
735,act_736,2,06:51.4,06:51.7,0,0,0,1,2,1,chiudere,porta,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
736,act_737,2,06:52.5,06:57.6,0,2,0,1,6,1,parlare,coppia,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
737,act_738,2,06:57.8,06:58.5,0,2,0,1,6,0,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
738,act_739,2,06:57.8,06:58.9,0,1,0,1,5,1,alzarsi,,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
739,act_740,2,06:59.1,07:00.5,0,0,1,1,5,0,sedersi,poltrona,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
740,act_741,2,07:00.5,07:01.5,0,2,0,1,6,1,domandare,uomo,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
741,act_742,2,07:01.8,07:10.4,0,2,0,1,6,0,rispondere,donna,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
742,act_743,2,06:59.5,07:13.3,1,4,0,1,5,0,camminare,,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LT
743,act_744,2,07:15.0,07:19.8,1,1,1,0,5,0,salire,scale,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LT
744,act_745,1,07:20.8,07:21.6,1,1,1,0,7,0,aprire,finestra,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
745,act_746,1,07:22.3,07:22.7,1,1,1,0,5,0,saltare ,cornicione,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
746,act_747,1,07:24.7,07:36.4,0,4,1,0,6,1,abbaiare,,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
747,act_748,1,07:40.0,07:42.7,0,3,0,0,6,0,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
748,act_749,1,07:43.2,07:44.9,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
749,act_750,1,07:45.4,07:53.2,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
750,act_751,1,07:53.9,08:00.8,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
751,act_752,1,08:01.3,08:07.2,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
752,act_753,1,08:07.4,08:09.2,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
753,act_754,0,08:09.8,08:16.0,0,3,0,0,6,0,abbaiare,cani,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
754,act_755,0,08:16.1,08:18.8,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
755,act_756,0,08:19.1,08:25.5,0,3,0,0,6,0,abbaiare,cani,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
756,act_757,0,08:25.6,08:27.4,0,3,0,0,6,1,nitrire ,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
757,act_758,0,08:27.9,08:32.9,0,1,0,0,10,1,svegliarsi ,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
758,act_759,0,08:34.6,08:36.2,0,1,1,0,4,1,aggrapparsi,stalla,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
759,act_760,0,08:39.1,08:50.4,0,3,0,0,6,0,abbaiare,cani,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
760,act_761,0,08:40.6,08:50.4,0,1,0,0,10,1,svegliarsi ,,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
761,act_762,0,08:53.2,08:54.9,1,4,0,0,5,1,muoversi,,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,LT
762,act_763,0,08:55.5,08:58.9,1,4,0,0,5,1,correre ,filo,4,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,LT
763,act_764,0,08:59.0,09:02.4,1,4,0,0,5,1,muoversi,,4,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
764,act_765,0,09:02.4,09:04.2,1,1,0,0,10,1,infilarsi ,buco,4,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
765,act_766,0,09:04.4,09:09.8,1,4,0,0,5,1,correre ,,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
766,act_767,0,09:10.0,09:10.4,0,3,0,0,6,1,gracchiare,,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
767,act_768,0,09:10.1,09:12.8,1,4,1,0,10,1,volare,,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
768,act_769,0,09:12.8,09:13.7,1,0,1,0,5,1,atterrare,cornicione,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
769,act_770,0,09:14.0,09:14.9,1,4,1,0,10,1,volare,,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
770,act_771,0,09:15.0,09:15.3,1,0,1,0,5,1,atterrare,trave,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
771,act_772,0,09:16.1,09:18.6,0,3,0,0,6,1,gracchiare,,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
772,act_773,0,09:21.0,09:26.9,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
773,act_774,0,09:27.2,09:31.9,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
774,act_775,1,09:32.0,09:38.9,0,3,0,0,6,0,abbaiare,cani,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
775,act_776,1,09:39.7,09:42.6,1,4,1,0,5,1,correre ,,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
776,act_777,1,09:43.9,09:48.8,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
777,act_778,2,09:46.2,09:49.5,1,3,0,0,5,1,accorrere,cane,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
778,act_779,2,09:49.7,09:50.1,0,1,1,0,4,1,aggrapparsi,finestra,4,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,LT
779,act_780,2,09:49.8,09:50.3,0,1,1,0,4,1,bussare,finestra,4,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,LT
780,act_781,2,09:48.9,09:49.2,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
781,act_782,1,09:50.9,09:52.5,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
782,act_783,2,09:52.6,09:54.9,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
783,act_784,2,09:55.0,09:55.5,0,1,1,0,5,1,scendere,divano,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LT
784,act_785,2,09:55.5,09:58.3,1,1,1,0,5,1,precipitarsi,ingresso,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,LT
785,act_786,2,09:59.1,10:01.3,0,1,1,0,4,1,aprire ,porta,4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,LT
786,act_787,2,10:01.3,10:01.9,0,0,0,1,1,0,leggere,giornale,4,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,LT
787,act_788,2,10:02.0,10:02.3,0,0,1,1,1,0,chiudere,giornale,4,0,1,0,0,1,1,0,0,1,0,2,1,0,0,0,0,LT
788,act_789,2,10:02.5,10:02.9,0,3,0,1,6,1,urlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
789,act_790,1,10:02.9,10:04.6,1,4,0,0,5,1,correre ,,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
790,act_791,1,10:04.8,10:05.3,0,1,1,1,5,1,uscire,porta,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
791,act_792,1,10:05.3,10:05.9,0,3,0,1,6,1,urlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
792,act_793,1,10:06.0,10:06.9,1,1,1,0,5,1,scendere,gradini,4,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,LT
793,act_794,1,10:06.9,10:08.3,1,3,1,0,5,1,rincorrere,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
794,act_795,1,10:08.2,10:09.5,0,3,0,1,6,1,urlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
795,act_796,1,10:09.1,10:22.5,1,4,0,0,5,1,correre ,,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
796,act_797,1,10:24.2,10:24.7,0,3,0,0,6,1,abbaiare,cane,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
797,act_798,1,10:25.1,10:39.0,1,4,0,0,5,1,correre ,,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
798,act_799,1,10:38.2,10:38.5,1,4,0,0,5,1,fermarsi,,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
799,act_800,1,10:39.0,10:45.2,1,4,0,0,5,1,correre ,,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
800,act_801,0,00:10.8,00:14.0,0,0,1,0,4,1,spingere ,cancello,5,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,LT
801,act_802,0,00:19.7,00:26.9,1,4,1,0,10,0,infilarsi,cancello,5,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,LT
802,act_803,0,00:35.1,00:36.1,0,0,1,0,4,1,raspare ,porta,5,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,LT
803,act_804,0,00:36.2,00:36.8,0,0,1,0,4,1,aprire,porta,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
804,act_805,0,00:37.1,00:38.6,0,0,0,0,5,1,entrare,porta,5,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
805,act_806,2,00:43.1,00:44.9,0,1,0,0,10,1,accovacciarsi,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
806,act_807,2,00:45.1,00:46.9,0,1,0,0,10,1,gattonare,,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
807,act_808,2,00:47.1,00:48.7,0,0,0,0,7,1,sporgersi,buco,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LT
808,act_809,2,00:52.7,01:04.8,1,0,0,0,5,1,esplorare ,castello,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
809,act_810,2,01:05.9,01:10.0,1,1,0,0,5,1,scendere,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
810,act_811,2,01:11.0,01:15.9,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
811,act_812,2,01:15.9,01:18.0,0,2,0,1,5,1,avvicinarsi,uomini,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
812,act_813,2,01:16.9,01:25.1,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,LT
813,act_814,2,01:25.1,01:33.3,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,LT
814,act_815,2,01:25.1,01:25.9,1,0,0,1,3,1,scostare,coperta,5,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,LT
815,act_816,2,01:25.8,01:26.2,0,0,1,1,0,1,toccarsi,cappello,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
816,act_817,2,01:31.5,01:32.9,1,0,0,1,3,1,rimboccarsi,coperta,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
817,act_818,2,01:34.9,01:35.4,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
818,act_819,2,01:34.6,01:36.7,0,1,0,1,10,1,stendersi,pavimento,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
819,act_820,2,01:40.9,01:48.2,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
820,act_821,2,01:43.1,01:52.0,1,1,1,0,7,1,fiutare,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
821,act_822,2,01:53.0,02:03.1,0,0,1,0,10,1,spingere ,porta,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,LT
822,act_823,2,02:01.5,02:01.8,0,3,0,0,6,1,guaire,cane,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
823,act_824,2,02:04.3,02:05.4,1,0,1,0,4,1,spostare,coperchio,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
824,act_825,2,02:05.7,02:11.8,1,1,1,0,10,1,infilarsi ,buco,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
825,act_826,2,02:12.0,02:13.6,1,1,1,0,4,1,aprire,botola,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
826,act_827,2,02:17.0,02:17.8,1,1,0,0,10,1,uscire,buco,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
827,act_828,2,02:18.3,02:46.9,0,3,0,0,5,1,accorrere,cane,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,LT
828,act_829,2,02:18.3,02:46.9,0,3,0,0,6,1,abbaiare,cane,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,LT
829,act_830,1,02:47.5,02:50.6,0,0,0,1,0,0,guidare,macchina,5,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,LT
830,act_831,2,02:49.5,02:51.1,0,2,0,1,6,0,domandare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
